SEXUA,IZENA,ABIZENA,ADINA,ADIN TARTEA,ESKARMENTUA,ALTUERA,MASA,MAILA,ESTILOA,PRESA
Gizona,SERGIO,RUBIO,35.0,Gaztea,0.0,194.0,70.3,Hasiberria,Dinamikoa,Crimp
Emakumea,MARIA CARMEN,SANTIAGO,26.0,Gaztea,2.0,169.0,61.94,Aurreratua,Estatikoa,Crimp
Gizona,JOSE LUIS,LOZANO,24.0,Gaztea,3.0,179.0,80.19,Aurreratua,Dinamikoa,Sloper
Gizona,JESUS,RUBIO,33.0,Gaztea,3.0,194.0,71.13,Hasiberria,Nahasia,Jug
Gizona,MARIO,HERRERA,18.0,Nerabea,6.0,170.0,72.16,Aurreratua,Nahasia,Volume
Gizona,JOSE LUIS,RAMIREZ,17.0,Nerabea,5.0,163.0,62.92,Erdikoa,Dinamikoa,Crack
Gizona,VICENTE,SUAREZ,30.0,Gaztea,7.0,171.0,64.47,Aurreratua,Dinamikoa,Sloper
Gizona,ALFONSO,RIVERA,27.0,Gaztea,1.0,174.0,76.89,Hasiberria,Estatikoa,Sloper
Gizona,JULEN,NAVARRO,36.0,Heldua,3.0,176.0,81.32,Erdikoa,Estatikoa,Jug
Gizona,JAVIER,CABRERA,48.0,Heldua,9.0,181.0,73.08,Erdikoa,Nahasia,Volume
Gizona,IÑIGO,PEREZ,31.0,Gaztea,6.0,170.0,61.82,Aurreratua,Estatikoa,Crimp
Emakumea,AMAIA,MEDINA,51.0,Heldua,1.0,161.0,67.11,Hasiberria,Dinamikoa,Sloper
Gizona,JESUS,GONZALEZ,24.0,Gaztea,9.0,187.0,74.26,Profesionala,Nahasia,Pinch
Gizona,JUAN CARLOS,GOMEZ,29.0,Gaztea,2.0,173.0,66.38,Erdikoa,Estatikoa,Crimp
Emakumea,CONCEPCION,IBAÑEZ,31.0,Gaztea,5.0,162.0,61.6,Aurreratua,Dinamikoa,Sloper
Emakumea,MARIA ANGELES,MONTERO,31.0,Gaztea,2.0,158.0,70.28,Erdikoa,Estatikoa,Crimp
Gizona,JORGE,NUÑEZ,47.0,Heldua,5.0,170.0,71.01,Erdikoa,Nahasia,Mono
Emakumea,ELENA,NUÑEZ,19.0,Nerabea,0.0,170.0,46.31,Hasiberria,Estatikoa,Jug
Emakumea,IRATI,CANO,25.0,Gaztea,5.0,161.0,65.07,Erdikoa,Nahasia,Pinch
Gizona,EMILIO,RAMIREZ,24.0,Gaztea,0.0,172.0,65.49,Hasiberria,Nahasia,Pinch
Gizona,ENEKO,LEON,52.0,Heldua,10.0,170.0,76.39,Elitea,Dinamikoa,Mono
Emakumea,LUCIA,MORENO,20.0,Nerabea,5.0,169.0,66.27,Aurreratua,Estatikoa,Mono
Gizona,ASIER,IGLESIAS,26.0,Gaztea,4.0,193.0,76.39,Profesionala,Estatikoa,Jug
Emakumea,MARIA CARMEN,NIETO,21.0,Gaztea,2.0,164.0,69.53,Erdikoa,Nahasia,Jug
Gizona,JOSU,GARRIDO,48.0,Heldua,2.0,185.0,77.74,Aurreratua,Estatikoa,Crack
Gizona,DANIEL,MUÑOZ,34.0,Gaztea,0.0,163.0,73.33,Hasiberria,Dinamikoa,Pinch
Gizona,IÑIGO,RUBIO,20.0,Nerabea,7.0,173.0,66.6,Profesionala,Dinamikoa,Crimp
Emakumea,MARIA CARMEN,SANTANA,18.0,Nerabea,3.0,165.0,48.62,Aurreratua,Estatikoa,Crimp
Gizona,ADRIAN,ALVAREZ,31.0,Gaztea,4.0,170.0,74.1,Erdikoa,Nahasia,Sloper
Emakumea,CONSUELO,RAMOS,29.0,Gaztea,4.0,171.0,55.62,Erdikoa,Estatikoa,Crimp
Gizona,JESUS MARIA,MORALES,25.0,Gaztea,5.0,166.0,65.83,Aurreratua,Estatikoa,Sloper
Gizona,JUAN JOSE,RAMIREZ,17.0,Nerabea,12.0,166.0,54.73,Aurreratua,Estatikoa,Pinch
Emakumea,ALICIA,ROMAN,14.0,Nerabea,2.0,169.0,61.47,Erdikoa,Dinamikoa,Sloper
Gizona,ANDRES,GARCIA,49.0,Heldua,4.0,179.0,81.6,Aurreratua,Dinamikoa,Sloper
Emakumea,MARIA PILAR,VICENTE,49.0,Heldua,0.0,153.0,80.71,Erdikoa,Dinamikoa,Pinch
Emakumea,SARA,CARMONA,32.0,Gaztea,4.0,161.0,62.5,Erdikoa,Nahasia,Sloper
Emakumea,ANTONIA,GOMEZ,40.0,Heldua,26.0,160.0,73.53,Aurreratua,Nahasia,Jug
Emakumea,MARIA PILAR,TORRES,26.0,Gaztea,2.0,161.0,55.72,Aurreratua,Dinamikoa,Volume
Gizona,JOSE LUIS,IBAÑEZ,20.0,Nerabea,10.0,170.0,65.58,Erdikoa,Dinamikoa,Jug
Gizona,ANGEL,LORENZO,39.0,Heldua,0.0,163.0,79.89,Hasiberria,Nahasia,Jug
Gizona,FRANCISCO,LEON,14.0,Nerabea,2.0,165.0,69.96,Aurreratua,Nahasia,Crimp
Gizona,FERNANDO,ROMAN,24.0,Gaztea,8.0,175.0,89.43,Aurreratua,Estatikoa,Pinch
Gizona,XABIER,BENITEZ,34.0,Gaztea,3.0,192.0,85.61,Erdikoa,Nahasia,Sloper
Gizona,JOAQUIN,MARTIN,17.0,Nerabea,12.0,173.0,65.29,Profesionala,Dinamikoa,Pinch
Gizona,ENEKO,FLORES,28.0,Gaztea,11.0,170.0,64.07,Erdikoa,Nahasia,Mono
Emakumea,LAURA,RUIZ,54.0,Heldua,4.0,165.0,79.47,Erdikoa,Nahasia,Pinch
Emakumea,MARIA LLANOS,VEGA,17.0,Nerabea,6.0,146.0,55.9,Erdikoa,Estatikoa,Sloper
Gizona,FERNANDO,LORENZO,53.0,Heldua,3.0,175.0,77.8,Erdikoa,Dinamikoa,Pinch
Gizona,IVAN,PASTOR,31.0,Gaztea,4.0,162.0,70.02,Erdikoa,Dinamikoa,Jug
Gizona,MANUEL,TORRES,22.0,Gaztea,5.0,164.0,63.46,Aurreratua,Nahasia,Sloper
Gizona,IGNACIO,PARRA,17.0,Nerabea,8.0,179.0,51.53,Aurreratua,Estatikoa,Pinch
Gizona,JOSE MANUEL,CANO,34.0,Gaztea,4.0,189.0,69.34,Erdikoa,Estatikoa,Pinch
Emakumea,MARIA DOLORES,NIETO,15.0,Nerabea,6.0,145.0,57.59,Profesionala,Estatikoa,Sloper
Emakumea,MARIA DOLORES,RIVERA,38.0,Heldua,7.0,162.0,79.34,Aurreratua,Nahasia,Edge
Gizona,IKER,RAMOS,17.0,Nerabea,0.0,165.0,58.9,Hasiberria,Nahasia,Edge
Gizona,LUIS,SANTIAGO,31.0,Gaztea,9.0,179.0,74.32,Aurreratua,Estatikoa,Volume
Gizona,DAVID,ARIAS,25.0,Gaztea,1.0,177.0,79.35,Hasiberria,Nahasia,Pinch
Gizona,FRANCISCO,PASTOR,20.0,Nerabea,8.0,171.0,62.81,Profesionala,Nahasia,Jug
Gizona,CARLOS,AGUILAR,19.0,Nerabea,9.0,161.0,66.52,Aurreratua,Estatikoa,Volume
Gizona,FRANCISCO JAVIER,RUBIO,30.0,Gaztea,1.0,176.0,63.38,Aurreratua,Nahasia,Crimp
Emakumea,IZASKUN,MOLINA,15.0,Nerabea,12.0,163.0,53.34,Erdikoa,Dinamikoa,Crimp
Gizona,EDUARDO,CANO,18.0,Nerabea,2.0,183.0,60.88,Hasiberria,Dinamikoa,Jug
Emakumea,ANA MARIA,NUÑEZ,47.0,Heldua,7.0,161.0,69.51,Aurreratua,Nahasia,Crimp
Emakumea,MARIA JOSE,TORRES,30.0,Gaztea,3.0,178.0,70.72,Aurreratua,Nahasia,Edge
Gizona,ANTONIO,SANTOS,29.0,Gaztea,8.0,178.0,68.63,Elitea,Estatikoa,Sloper
Gizona,RAUL,VIDAL,18.0,Nerabea,1.0,161.0,55.58,Hasiberria,Dinamikoa,Sloper
Gizona,FERNANDO,SUAREZ,25.0,Gaztea,9.0,162.0,78.85,Aurreratua,Estatikoa,Pinch
Gizona,DIEGO,GIL,17.0,Nerabea,2.0,184.0,73.76,Erdikoa,Estatikoa,Pocket
Gizona,EMILIO,RODRIGUEZ,30.0,Gaztea,2.0,185.0,70.57,Profesionala,Dinamikoa,Pinch
Gizona,AITOR,VICENTE,19.0,Nerabea,6.0,173.0,65.3,Aurreratua,Dinamikoa,Mono
Gizona,ALBERTO,CANO,35.0,Gaztea,1.0,171.0,70.86,Hasiberria,Estatikoa,Pinch
Gizona,JUAN JOSE,SAEZ,18.0,Nerabea,3.0,163.0,69.68,Erdikoa,Nahasia,Pinch
Gizona,JAVIER,RAMOS,29.0,Gaztea,2.0,178.0,67.37,Aurreratua,Estatikoa,Pocket
Emakumea,LAURA,CRUZ,30.0,Gaztea,0.0,170.0,62.62,Hasiberria,Nahasia,Jug
Emakumea,BEATRIZ,IBAÑEZ,35.0,Gaztea,27.0,161.0,78.94,Aurreratua,Estatikoa,Pinch
Emakumea,SUSANA,BENITEZ,30.0,Gaztea,8.0,164.0,78.18,Aurreratua,Estatikoa,Sloper
Gizona,MIKEL,SANTIAGO,16.0,Nerabea,3.0,181.0,73.46,Erdikoa,Nahasia,Mono
Emakumea,RAQUEL,DIEZ,45.0,Heldua,1.0,174.0,65.43,Hasiberria,Nahasia,Volume
Gizona,ENRIQUE,CARRASCO,31.0,Gaztea,6.0,179.0,64.83,Aurreratua,Dinamikoa,Crimp
Gizona,RAUL,TORRES,37.0,Heldua,9.0,172.0,74.5,Aurreratua,Dinamikoa,Sloper
Gizona,JUAN JOSE,VICENTE,54.0,Heldua,8.0,172.0,77.0,Elitea,Estatikoa,Edge
Emakumea,MARIA ROSARIO,PASCUAL,16.0,Nerabea,8.0,167.0,63.85,Erdikoa,Nahasia,Sloper
Emakumea,BEGOÑA,CABRERA,23.0,Gaztea,5.0,167.0,74.98,Erdikoa,Dinamikoa,Mono
Emakumea,ISABEL,GALLEGO,25.0,Gaztea,4.0,161.0,76.55,Erdikoa,Dinamikoa,Crimp
Emakumea,YOLANDA,HERNANDEZ,28.0,Gaztea,1.0,158.0,74.28,Hasiberria,Estatikoa,Sloper
Emakumea,MARIA LUISA,GIMENEZ,22.0,Gaztea,0.0,179.0,72.72,Hasiberria,Estatikoa,Sloper
Emakumea,IRATI,NAVARRO,18.0,Nerabea,14.0,158.0,64.36,Aurreratua,Estatikoa,Edge
Emakumea,LUCIA,BENITEZ,18.0,Nerabea,5.0,168.0,59.68,Aurreratua,Estatikoa,Mono
Gizona,RAMON,BLANCO,35.0,Gaztea,8.0,170.0,86.52,Aurreratua,Dinamikoa,Mono
Gizona,LUIS,PASTOR,32.0,Gaztea,5.0,168.0,73.56,Erdikoa,Dinamikoa,Crimp
Emakumea,MARIA ISABEL,FERRER,30.0,Gaztea,5.0,168.0,73.66,Erdikoa,Estatikoa,Sloper
Gizona,JUAN,CABALLERO,18.0,Nerabea,7.0,160.0,67.9,Aurreratua,Nahasia,Mono
Gizona,PEDRO,CRUZ,17.0,Nerabea,5.0,173.0,73.07,Erdikoa,Nahasia,Edge
Gizona,RAFAEL,VEGA,35.0,Gaztea,10.0,179.0,71.38,Aurreratua,Estatikoa,Jug
Gizona,ANDER,ORTEGA,26.0,Gaztea,1.0,176.0,77.17,Hasiberria,Nahasia,Crack
Emakumea,ROSARIO,ALONSO,34.0,Gaztea,2.0,160.0,56.63,Aurreratua,Dinamikoa,Edge
Gizona,JOSE,VIDAL,54.0,Heldua,0.0,172.0,80.0,Hasiberria,Dinamikoa,Jug
Gizona,SERGIO,DELGADO,32.0,Gaztea,10.0,179.0,64.88,Elitea,Dinamikoa,Mono
Emakumea,SARA,ALONSO,18.0,Nerabea,9.0,167.0,53.19,Profesionala,Nahasia,Crack
Emakumea,CRISTINA,BLANCO,16.0,Nerabea,0.0,151.0,58.73,Hasiberria,Estatikoa,Sloper
Gizona,JORGE,MARIN,15.0,Nerabea,5.0,168.0,63.38,Erdikoa,Estatikoa,Pinch
Gizona,JESUS,DIAZ,25.0,Gaztea,4.0,186.0,75.09,Erdikoa,Estatikoa,Pinch
Gizona,JULIAN,ORTEGA,30.0,Gaztea,23.0,188.0,75.0,Erdikoa,Dinamikoa,Crimp
Gizona,MARKEL,PEÑA,29.0,Gaztea,6.0,160.0,75.36,Aurreratua,Dinamikoa,Crimp
Emakumea,SONIA,SOLER,26.0,Gaztea,0.0,164.0,68.78,Hasiberria,Dinamikoa,Pinch
Gizona,JUAN,RUIZ,35.0,Gaztea,2.0,163.0,61.7,Erdikoa,Estatikoa,Mono
Gizona,MARCOS,MARTINEZ,15.0,Nerabea,5.0,168.0,63.2,Hasiberria,Estatikoa,Pinch
Gizona,PABLO,ALVAREZ,35.0,Gaztea,21.0,181.0,85.5,Erdikoa,Dinamikoa,Jug
Gizona,PEDRO,HERRERA,27.0,Gaztea,20.0,180.0,80.87,Profesionala,Estatikoa,Crimp
Gizona,SANTIAGO,ORTIZ,17.0,Nerabea,6.0,176.0,77.29,Elitea,Nahasia,Jug
Emakumea,RAQUEL,MARIN,25.0,Gaztea,3.0,169.0,61.0,Profesionala,Dinamikoa,Jug
Emakumea,BEATRIZ,FERRER,29.0,Gaztea,0.0,155.0,78.4,Erdikoa,Dinamikoa,Crimp
Gizona,JUAN JOSE,MENDEZ,15.0,Nerabea,0.0,171.0,61.51,Erdikoa,Dinamikoa,Crimp
Emakumea,MARIA,CASTRO,28.0,Gaztea,8.0,166.0,57.74,Erdikoa,Estatikoa,Edge
Emakumea,AINHOA,HERRERA,55.0,Heldua,10.0,153.0,71.28,Profesionala,Dinamikoa,Jug
Gizona,MIGUEL ANGEL,CORTES,15.0,Nerabea,5.0,165.0,66.86,Aurreratua,Nahasia,Volume
Emakumea,DOLORES,DELGADO,35.0,Gaztea,4.0,168.0,83.05,Aurreratua,Estatikoa,Sloper
Gizona,JESUS,CARRASCO,15.0,Nerabea,2.0,174.0,67.69,Hasiberria,Nahasia,Pocket
Gizona,EDUARDO,FERNANDEZ,17.0,Nerabea,2.0,162.0,64.13,Erdikoa,Dinamikoa,Pinch
Emakumea,ROSA MARIA,REYES,33.0,Gaztea,4.0,150.0,62.33,Erdikoa,Estatikoa,Crimp
Gizona,JUAN MANUEL,CASTILLO,19.0,Nerabea,5.0,167.0,69.35,Erdikoa,Estatikoa,Volume
Gizona,UNAI,VARGAS,14.0,Nerabea,6.0,166.0,64.71,Profesionala,Dinamikoa,Sloper
Gizona,JOSE MANUEL,DURAN,22.0,Gaztea,3.0,175.0,73.97,Hasiberria,Dinamikoa,Crimp
Gizona,EDUARDO,GARCIA,43.0,Heldua,7.0,182.0,71.48,Aurreratua,Nahasia,Jug
Gizona,MANUEL,CANO,22.0,Gaztea,7.0,192.0,82.74,Profesionala,Estatikoa,Jug
Gizona,ANGEL,IGLESIAS,25.0,Gaztea,6.0,172.0,79.25,Aurreratua,Estatikoa,Mono
Gizona,DAVID,DIEZ,31.0,Gaztea,8.0,192.0,87.15,Profesionala,Dinamikoa,Sloper
Gizona,JOSE MIGUEL,FLORES,18.0,Nerabea,6.0,181.0,65.64,Profesionala,Nahasia,Edge
Gizona,IÑAKI,GIL,27.0,Gaztea,9.0,160.0,75.55,Aurreratua,Nahasia,Crimp
Gizona,JESUS,GIL,17.0,Nerabea,1.0,173.0,52.69,Erdikoa,Estatikoa,Pinch
Gizona,DAVID,MONTERO,15.0,Nerabea,7.0,175.0,62.55,Aurreratua,Estatikoa,Jug
Gizona,ALFONSO,GONZALEZ,14.0,Nerabea,5.0,162.0,51.36,Erdikoa,Nahasia,Pinch
Gizona,CARLOS,LORENZO,30.0,Gaztea,8.0,172.0,70.09,Aurreratua,Dinamikoa,Sloper
Emakumea,IZASKUN,ORTIZ,39.0,Heldua,3.0,163.0,70.37,Erdikoa,Nahasia,Jug
Emakumea,NURIA,DELGADO,14.0,Nerabea,0.0,165.0,52.55,Erdikoa,Estatikoa,Jug
Gizona,JOSE LUIS,BENITEZ,22.0,Gaztea,9.0,178.0,65.68,Profesionala,Estatikoa,Jug
Gizona,DAVID,GIMENEZ,19.0,Nerabea,9.0,172.0,64.74,Aurreratua,Dinamikoa,Crimp
Emakumea,SONIA,ALONSO,28.0,Gaztea,1.0,161.0,58.31,Hasiberria,Dinamikoa,Jug
Emakumea,RAQUEL,GONZALEZ,39.0,Heldua,0.0,161.0,78.97,Erdikoa,Dinamikoa,Pinch
Gizona,MARKEL,MOLINA,20.0,Nerabea,3.0,165.0,65.07,Erdikoa,Dinamikoa,Sloper
Gizona,MIGUEL ANGEL,GARCIA,14.0,Nerabea,4.0,164.0,76.99,Erdikoa,Estatikoa,Volume
Gizona,JESUS MARIA,MARTINEZ,19.0,Nerabea,3.0,163.0,53.24,Erdikoa,Nahasia,Pinch
Gizona,JOSE,SANTANA,16.0,Nerabea,8.0,167.0,51.29,Profesionala,Dinamikoa,Pinch
Gizona,ALFONSO,FERNANDEZ,36.0,Heldua,0.0,190.0,78.66,Hasiberria,Dinamikoa,Crimp
Emakumea,IZASKUN,GARRIDO,19.0,Nerabea,6.0,168.0,47.78,Erdikoa,Nahasia,Volume
Gizona,JOSE ANTONIO,CABRERA,25.0,Gaztea,3.0,177.0,72.46,Erdikoa,Nahasia,Sloper
Emakumea,MARIA PILAR,ROJAS,25.0,Gaztea,8.0,161.0,71.87,Profesionala,Dinamikoa,Pinch
Emakumea,MARIA JESUS,GUTIERREZ,38.0,Heldua,3.0,152.0,72.04,Aurreratua,Dinamikoa,Crimp
Gizona,SERGIO,BENITEZ,35.0,Gaztea,4.0,175.0,71.59,Erdikoa,Dinamikoa,Edge
Gizona,MANUEL,CARMONA,30.0,Gaztea,4.0,175.0,61.26,Hasiberria,Nahasia,Crimp
Emakumea,ENCARNACION,FERNANDEZ,22.0,Gaztea,9.0,157.0,65.18,Aurreratua,Estatikoa,Volume
Emakumea,MARIA TERESA,CRESPO,17.0,Nerabea,1.0,165.0,62.61,Hasiberria,Nahasia,Crimp
Gizona,JUAN JOSE,FERRER,19.0,Nerabea,7.0,176.0,70.5,Erdikoa,Nahasia,Pinch
Gizona,JUAN JOSE,SANTIAGO,35.0,Gaztea,6.0,189.0,69.51,Profesionala,Estatikoa,Crimp
Gizona,JESUS MARIA,GALLARDO,19.0,Nerabea,8.0,167.0,51.78,Aurreratua,Estatikoa,Crimp
Gizona,FRANCISCO JAVIER,CASTRO,20.0,Nerabea,7.0,178.0,57.02,Aurreratua,Estatikoa,Crimp
Gizona,CARLOS,SANTIAGO,25.0,Gaztea,4.0,167.0,87.79,Erdikoa,Nahasia,Jug
Emakumea,NURIA,GARRIDO,34.0,Gaztea,10.0,153.0,61.58,Aurreratua,Estatikoa,Jug
Gizona,ANGEL,HERRERO,38.0,Heldua,20.0,171.0,74.1,Profesionala,Estatikoa,Jug
Gizona,AITOR,GARRIDO,20.0,Nerabea,1.0,172.0,66.02,Erdikoa,Nahasia,Jug
Emakumea,MARIA JOSE,IBAÑEZ,28.0,Gaztea,7.0,158.0,69.52,Aurreratua,Dinamikoa,Sloper
Emakumea,MARIA TERESA,PEREZ,38.0,Heldua,2.0,165.0,82.52,Erdikoa,Estatikoa,Crimp
Gizona,RAUL,SERRANO,14.0,Nerabea,4.0,167.0,63.04,Erdikoa,Estatikoa,Pocket
Gizona,VICENTE,PASTOR,19.0,Nerabea,1.0,168.0,65.25,Hasiberria,Dinamikoa,Sloper
Emakumea,MARIA TERESA,HERRERA,28.0,Gaztea,7.0,162.0,75.28,Aurreratua,Estatikoa,Edge
Emakumea,ROSARIO,MUÑOZ,19.0,Nerabea,1.0,160.0,62.04,Hasiberria,Dinamikoa,Pinch
Gizona,JOSE MARIA,PRIETO,14.0,Nerabea,0.0,171.0,58.42,Hasiberria,Estatikoa,Mono
Emakumea,NEREA,GARRIDO,21.0,Gaztea,2.0,163.0,59.57,Aurreratua,Nahasia,Sloper
Gizona,FERNANDO,PARRA,32.0,Gaztea,9.0,162.0,66.58,Erdikoa,Estatikoa,Pinch
Emakumea,MARIA LUISA,CALVO,32.0,Gaztea,5.0,168.0,64.96,Erdikoa,Dinamikoa,Sloper
Gizona,IÑAKI,PARRA,41.0,Heldua,5.0,180.0,84.15,Hasiberria,Nahasia,Volume
Gizona,LUIS,GOMEZ,20.0,Nerabea,3.0,180.0,69.39,Erdikoa,Estatikoa,Pinch
Gizona,MANUEL,ROMAN,16.0,Nerabea,5.0,184.0,78.28,Erdikoa,Dinamikoa,Edge
Emakumea,IRATI,MOLINA,24.0,Gaztea,8.0,170.0,84.36,Aurreratua,Dinamikoa,Crimp
Emakumea,BEATRIZ,CAMPOS,17.0,Nerabea,7.0,154.0,60.35,Aurreratua,Nahasia,Sloper
Gizona,PABLO,IGLESIAS,23.0,Gaztea,2.0,161.0,76.59,Erdikoa,Estatikoa,Sloper
Gizona,ANTONIO,GALLARDO,48.0,Heldua,17.0,178.0,80.25,Aurreratua,Dinamikoa,Crimp
Emakumea,ELENA,VAZQUEZ,26.0,Gaztea,5.0,168.0,60.47,Hasiberria,Estatikoa,Crimp
Emakumea,NURIA,HIDALGO,15.0,Nerabea,3.0,148.0,47.78,Erdikoa,Estatikoa,Pinch
Emakumea,SARA,FLORES,32.0,Gaztea,8.0,154.0,60.88,Profesionala,Estatikoa,Mono
Emakumea,RAQUEL,CRUZ,34.0,Gaztea,7.0,165.0,72.37,Profesionala,Nahasia,Sloper
Gizona,ALBERTO,MARIN,22.0,Gaztea,0.0,167.0,82.74,Hasiberria,Estatikoa,Mono
Emakumea,MARIA CARMEN,PASCUAL,26.0,Gaztea,4.0,176.0,74.71,Erdikoa,Nahasia,Jug
Gizona,DANIEL,HERRERO,29.0,Gaztea,0.0,173.0,88.7,Aurreratua,Estatikoa,Sloper
Emakumea,ANGELA,HIDALGO,14.0,Nerabea,11.0,170.0,48.14,Aurreratua,Nahasia,Edge
Emakumea,MARIA DOLORES,SANTOS,27.0,Gaztea,16.0,168.0,76.03,Erdikoa,Dinamikoa,Mono
Gizona,VICENTE,SOLER,34.0,Gaztea,1.0,191.0,74.2,Erdikoa,Dinamikoa,Edge
Gizona,OIER,MORA,28.0,Gaztea,2.0,190.0,62.44,Erdikoa,Nahasia,Sloper
Emakumea,MARIA PILAR,LORENZO,31.0,Gaztea,1.0,170.0,80.77,Hasiberria,Estatikoa,Jug
Gizona,PABLO,SUAREZ,22.0,Gaztea,2.0,175.0,76.11,Aurreratua,Nahasia,Crimp
Gizona,IKER,VAZQUEZ,18.0,Nerabea,8.0,171.0,61.36,Profesionala,Nahasia,Edge
Gizona,MANUEL,PASCUAL,22.0,Gaztea,7.0,176.0,69.82,Aurreratua,Nahasia,Mono
Gizona,JOSE,BENITEZ,51.0,Heldua,3.0,185.0,84.51,Erdikoa,Estatikoa,Pinch
Gizona,JULIAN,MONTERO,16.0,Nerabea,5.0,179.0,56.34,Profesionala,Estatikoa,Mono
Gizona,ALFONSO,DIEZ,20.0,Nerabea,2.0,168.0,58.14,Erdikoa,Dinamikoa,Sloper
Gizona,IÑAKI,MARIN,26.0,Gaztea,7.0,174.0,86.79,Aurreratua,Estatikoa,Mono
Gizona,MANUEL,DOMINGUEZ,18.0,Nerabea,7.0,168.0,73.14,Erdikoa,Estatikoa,Sloper
Gizona,ALFONSO,LORENZO,26.0,Gaztea,8.0,181.0,75.62,Elitea,Nahasia,Pinch
Gizona,FERNANDO,NAVARRO,25.0,Gaztea,21.0,185.0,85.26,Profesionala,Nahasia,Pinch
Emakumea,MARIA MERCEDES,CABALLERO,51.0,Heldua,7.0,159.0,70.39,Erdikoa,Dinamikoa,Volume
Gizona,IGNACIO,PEÑA,43.0,Heldua,6.0,190.0,81.37,Aurreratua,Nahasia,Sloper
Gizona,LUIS,MARTINEZ,26.0,Gaztea,3.0,184.0,70.6,Hasiberria,Estatikoa,Mono
Gizona,ANGEL,VAZQUEZ,28.0,Gaztea,10.0,163.0,88.66,Profesionala,Nahasia,Edge
Emakumea,LUCIA,MORALES,26.0,Gaztea,12.0,167.0,82.68,Aurreratua,Dinamikoa,Jug
Emakumea,ROCIO,CANO,53.0,Heldua,0.0,168.0,83.65,Hasiberria,Dinamikoa,Sloper
Gizona,MARIO,REYES,35.0,Gaztea,8.0,168.0,75.79,Elitea,Estatikoa,Sloper
Gizona,ANGEL,VARGAS,25.0,Gaztea,5.0,179.0,82.41,Erdikoa,Estatikoa,Pocket
Emakumea,MARIA JOSE,CABRERA,52.0,Heldua,3.0,160.0,74.75,Erdikoa,Estatikoa,Sloper
Gizona,JUAN JOSE,CRESPO,24.0,Gaztea,3.0,161.0,87.51,Aurreratua,Dinamikoa,Sloper
Emakumea,MARIA ROSARIO,VAZQUEZ,22.0,Gaztea,5.0,169.0,83.5,Erdikoa,Nahasia,Pinch
Gizona,JORGE,MORALES,32.0,Gaztea,0.0,164.0,83.11,Hasiberria,Nahasia,Pinch
Emakumea,ANA BELEN,VIDAL,46.0,Heldua,8.0,163.0,73.66,Aurreratua,Estatikoa,Mono
Emakumea,ANTONIA,LORENZO,26.0,Gaztea,4.0,174.0,59.45,Hasiberria,Dinamikoa,Sloper
Emakumea,ANA ISABEL,HERRERO,31.0,Gaztea,6.0,169.0,79.28,Profesionala,Estatikoa,Crimp
Emakumea,MERCEDES,PASTOR,36.0,Heldua,4.0,160.0,79.35,Erdikoa,Estatikoa,Edge
Gizona,JUAN,FERNANDEZ,26.0,Gaztea,9.0,180.0,62.74,Aurreratua,Estatikoa,Edge
Emakumea,SARA,CAMPOS,47.0,Heldua,6.0,164.0,72.22,Aurreratua,Nahasia,Edge
Gizona,DANIEL,ROMAN,45.0,Heldua,3.0,175.0,78.9,Hasiberria,Dinamikoa,Mono
Gizona,DIEGO,CABALLERO,41.0,Heldua,2.0,171.0,78.26,Profesionala,Estatikoa,Jug
Emakumea,ALICIA,CARMONA,15.0,Nerabea,6.0,166.0,51.64,Aurreratua,Nahasia,Crimp
Emakumea,BEATRIZ,HERRERA,54.0,Heldua,3.0,151.0,78.55,Erdikoa,Dinamikoa,Jug
Emakumea,ANGELA,VAZQUEZ,17.0,Nerabea,0.0,158.0,54.92,Hasiberria,Nahasia,Pinch
Gizona,SERGIO,MARIN,20.0,Nerabea,5.0,174.0,62.04,Aurreratua,Dinamikoa,Pocket
Gizona,PEDRO,MORA,19.0,Nerabea,9.0,174.0,61.11,Erdikoa,Estatikoa,Crimp
Gizona,PABLO,GOMEZ,18.0,Nerabea,9.0,179.0,74.85,Aurreratua,Dinamikoa,Pinch
Gizona,ALFONSO,MORENO,16.0,Nerabea,2.0,175.0,54.2,Erdikoa,Nahasia,Edge
Gizona,ANTONIO,CABALLERO,23.0,Gaztea,10.0,162.0,85.86,Elitea,Estatikoa,Edge
Gizona,JAVIER,IBAÑEZ,22.0,Gaztea,4.0,180.0,85.57,Erdikoa,Dinamikoa,Crimp
Gizona,JAVIER,MARTIN,43.0,Heldua,2.0,171.0,76.63,Aurreratua,Dinamikoa,Sloper
Emakumea,MARIA LUISA,CABALLERO,21.0,Gaztea,6.0,167.0,80.88,Profesionala,Estatikoa,Sloper
Gizona,IÑAKI,NUÑEZ,20.0,Nerabea,10.0,165.0,67.81,Aurreratua,Estatikoa,Edge
Emakumea,MARIA VICTORIA,VEGA,15.0,Nerabea,4.0,162.0,69.66,Erdikoa,Estatikoa,Edge
Emakumea,SARA,SERRANO,54.0,Heldua,5.0,164.0,73.82,Aurreratua,Nahasia,Mono
Gizona,RAUL,JIMENEZ,30.0,Gaztea,5.0,175.0,70.55,Erdikoa,Dinamikoa,Pinch
Gizona,FRANCISCO JOSE,CABALLERO,54.0,Heldua,2.0,165.0,81.47,Erdikoa,Estatikoa,Pinch
Gizona,RUBEN,CORTES,16.0,Nerabea,2.0,184.0,51.1,Aurreratua,Nahasia,Pinch
